hpName,mpName,hpId,mpId
Abnormality of pineal physiology (HPO),abnormal pineal gland physiology (MPO),HP:0012688,MP:0011728
Jejunal atresia (HPO),jejunum atresia (MPO),HP:0005235,MP:0011878
Ileal atresia (HPO),ileum atresia (MPO),HP:0011102,MP:0011879
Abnormality of corneal thickness (HPO),abnormal cornea thickness (MPO),HP:0011486,MP:0011961
Increased corneal thickness (HPO),increased cornea thickness (MPO),HP:0011487,MP:0011962
Low levels of vitamin D (HPO),decreased vitamin D level (MPO),HP:0100512,MP:0012336
Corneal degeneration (HPO),cornea degeneration (MPO),HP:0007705,MP:0012351
Abnormal monocyte count (HPO),abnormal monocyte cell number (MPO),HP:0012310,MP:0012441
Abnormal basophil count (HPO),abnormal basophil cell number (MPO),HP:0031806,MP:0012442
Abnormal internal carotid artery morphology (HPO),abnormal internal carotid artery morphology (MPO),HP:3000062,MP:0012730
Abnormality of dental color (HPO),abnormal tooth color (MPO),HP:0011073,MP:0013129
Abnormal oral frenulum morphology (HPO),abnormal tongue frenulum morphology (MPO),HP:0000190,MP:0013263
Hypoplasia of eyelid (HPO),eyelid hypoplasia (MPO),HP:0430009,MP:0013395
Enlarged lacrimal glands (HPO),enlarged lacrimal gland (MPO),HP:0007734,MP:0013453
Abnormal myeloid cell morphology (HPO),abnormal myeloid cell morphology (MPO),HP:0020047,MP:0013658
Hypotyrosinemia (HPO),decreased circulating tyrosine level (MPO),HP:0500133,MP:0013724
Hypoplasia of the ciliary body (HPO),ciliary body hypoplasia (MPO),HP:0007774,MP:0013743
Decreased proportion circulating T-helper cells (HPO),decreased T-helper cell number (MPO),HP:0008165,MP:0013764
Absent nares (HPO),absent external nares (MPO),HP:0100596,MP:0013791
Abnormal cerebral artery morphology (HPO),abnormal cerebral artery morphology (MPO),HP:0009145,MP:0013821
Short eyelashes (HPO),short eyelid cilia (MPO),HP:0010764,MP:0013898
Posterior pituitary agenesis (HPO),absent neurohypophysis (MPO),HP:0011756,MP:0013926
Villous atrophy (HPO),small intestinal villus atrophy (MPO),HP:0011473,MP:0014078
Abnormal macrophage count (HPO),abnormal macrophage cell number (MPO),HP:0030326,MP:0020202
Iron accumulation in brain (HPO),increased brain iron level (MPO),HP:0012675,MP:0020365
Increased urinary taurine (HPO),taurinuria (MPO),HP:0003166,MP:0020405
Low plasma citrulline (HPO),decreased circulating citrulline level (MPO),HP:0003572,MP:0020837
Frontal bossing (HPO),prominent forehead (MPO),HP:0002007,MP:0030049
Increased size of the mandible (HPO),large mandible (MPO),HP:0040309,MP:0030050
Maxillary lateral incisor microdontia (HPO),small lower incisors (MPO),HP:0001593,MP:0030080
Hypoplasia of the zygomatic bone (HPO),zygomatic bone hypoplasia (MPO),HP:0010669,MP:0030112
Mandibular condyle hypoplasia (HPO),mandibular condyloid process hypoplasia (MPO),HP:0007628,MP:0030259
Retrognathia (HPO),mandibular retrognathia (MPO),HP:0000278,MP:0030273
Flat occiput (HPO),flat occipital bone (MPO),HP:0005469,MP:0030289
Microtia (HPO),outer ear hypoplasia (MPO),HP:0008551,MP:0030297
Malar flattening (HPO),zygomatic arch hypoplasia (MPO),HP:0000272,MP:0030377
Atrophy of alveolar ridges (HPO),alveolar process atrophy (MPO),HP:0006308,MP:0030466
Hypertaurinemia (HPO),increased circulating taurine level (MPO),HP:0500181,MP:0030638
Hypotaurinemia (HPO),decreased circulating taurine level (MPO),HP:0500182,MP:0030639
Hypothreoninemia (HPO),decreased circulating threonine level (MPO),HP:0500136,MP:0030704
Hypovalinemia (HPO),decreased circulating valine level (MPO),HP:0500132,MP:0030728
Increased level of gamma-aminobutyric acid in urine (HPO),increased urine gamma-aminobutyric acid level (MPO),HP:0500253,MP:0030734
Elevated urinary norepinephrine (HPO),increased urine noradrenaline level (MPO),HP:0003345,MP:0030772
Abnormal phalangeal joint morphology of the hand (HPO),abnormal hand interphalangeal joint morphology (MPO),HP:0006261,MP:0030813
